,,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab
5001,"Arkansas County, Arkansas",1.121254330508697,1.1499669015002514,1.216653257418305,1.3436161279256582,1.4152616872412414,1.3867769262689862,1.3613941139821395,1.401020034456684,1.4187849343617112,1.455254247331677,1.4897416096761644,1.4505844126710628,1.3981952258889865,1.5071790032470258,1.5204926174401148,1.5351500282407606,1.6078163113458752,1.5103878450197048,1.5304964628847495,1.6628737837845975,1.1961094670364851,1.2928453270223006,1.311441184994364,1.4828948965298767,1.5344533802120108,1.5302976326465096,1.5431304421333072,1.6246388450128944,1.6766716281872152,1.678693617167697,1.679020815052387,1.7113539766294137,1.624844884493455,1.6532695754882072,1.693416836227978,1.767322293799272,1.751499945053481,1.6882636521157872,1.7545680940967914,1.9402428875525464,0.6573668070162607,0.6790663742887304,0.7680432086598629,0.8699598717543393,0.7391546358486086,0.7476883688285368,0.8889904592406742,1.063056154480245,1.2329577041413955,1.305699000588993,1.3172280350154926,1.2630495138491304,1.202454547606405,1.2718778171705298,1.3122147278844003,1.3492642300745417,1.383156655163639,1.3869947564618834,1.4878348352657642,1.7487406352793249
5133,"Sevier County, Arkansas",0.1127897614482509,0.15833840121723,0.1268873614694586,0.1800898671997323,0.2193262625138488,0.2075181240926442,0.183099634920452,0.2034511079672384,-0.1489638661612203,-0.2054698411231847,-0.192525559354867,-0.5039262228658469,-0.585993048320531,-0.6437225747776495,-0.6182516984727655,-0.6251101187400258,-0.4831764028412791,-0.5366371710839997,-0.5527026022040904,-0.6145272690729678,0.5043684851705974,0.6077399798901227,0.5551059811635831,0.553940551451786,0.5733985559135003,0.5308181474213336,0.5095191402056217,0.5107855949542841,0.3473946197752135,0.3928929578756703,0.4234205474255266,-0.0533231289272252,-0.1617754933712304,-0.2487470425360935,-0.3061481753178681,-0.3555379823951157,-0.2120066860295631,-0.2650496985109638,-0.2764956371374897,-0.3424392355610851,-0.6706892883686573,-0.6327900998984827,-0.6032841540371873,-0.6341626038679398,-0.7289927148744313,-0.7929160962750247,-0.6785459261377489,-0.7428541862451915,-0.849167107903151,-0.9268250387044664,-0.910097289782396,-0.8877989758936858,-0.8910864542697906,-0.9118450017656506,-1.010567927086604,-1.0227311625298623,-0.9950475852603788,-1.08857703141985,-1.048395562512202,-1.022895139055993
6031,"Kings County, California",-1.1802287855174225,-1.1616641502927074,-1.1418290154696435,-1.08615897382211,-1.1411154712032066,-1.1453316899878088,-1.0589781883045302,-0.9579075567764538,-0.831042812879816,-0.7955737127706418,-0.7971588367708995,-0.7696040075964921,-0.7732691165134854,-0.7483105390852507,-0.6417670327458577,-0.5122061801992959,-0.5186920867605926,-0.4970758458329536,-0.4607080130428901,-0.4221406607076416,-1.081394845406615,-1.1180739327536422,-1.1274922207590004,-1.0541114636450666,-1.1263558850945896,-1.069132055099841,-0.975065195513555,-0.877760152741538,-0.915723273852468,-0.8514445009560695,-0.8537478637786509,-0.8543057577553378,-0.8279712809950377,-0.7925804753592373,-0.6834060783911353,-0.556490376967395,-0.5551318420850017,-0.5079150111772326,-0.491394938189953,-0.4830768553319186,-0.2618307818944569,-0.2210442685269794,-0.0863662012673817,-0.0467944296093676,-0.0863478506806403,-0.1551575727380926,-0.1791204915264167,-0.2214156090860817,-0.0865824425407552,-0.0149300003324081,0.0081545892651366,0.1289115756885654,-0.1205893964127071,-0.1188987450978157,0.0289917555794109,0.0832312931781172,0.1870102938336895,0.2865946845354163,0.3752760270595434,0.4668659503580418
6037,"Los Angeles County, California",-1.2842361487111258,-1.2072335046431617,-1.183148863753504,-1.1437535764925093,-1.073412005976757,-1.0313043769822023,-0.8874206412568534,-0.7751464860582542,-0.6425214487112442,-0.5818179881204592,-0.5302524278625534,-0.4764184736833088,-0.3989343004766698,-0.4039310662815147,-0.3583431911633462,-0.3607900971564875,-0.3461710068005134,-0.297007899057005,-0.2605929100831727,-0.2082576943450237,-1.2171426892474966,-1.1408085413152165,-1.1014920049129493,-1.071823670349011,-1.042714848200193,-1.0106287183055749,-0.9052775797961332,-0.814153747984149,-0.7150827787090271,-0.635169473091945,-0.6333710002706715,-0.6192578537201519,-0.5559842771684964,-0.5358420084837295,-0.5285667661016518,-0.5549420007263455,-0.5537213275497253,-0.5558458081917781,-0.5242700953065383,-0.4815332768135217,1.66991238786975,1.7770919840131183,1.909927605992738,2.0183198585170703,2.1103673469893742,2.1274100317318534,2.2872223046013245,2.377331144263286,2.528244585872633,2.6150593071765167,2.6610688111888416,2.7527456599925566,2.640296029238012,2.668772815991471,2.7507124450518465,2.795981258850538,2.8273539325653108,2.849526088923715,2.8986938803834543,2.92492742380517
6059,"Orange County, California",-0.2673637191805511,-0.1977552126173127,-0.1601509275383795,-0.0299393484550741,0.0716274674462056,0.1689043054567067,0.2523348000341142,0.278209495767574,0.2937482009149078,0.2665685310157514,0.274211548845941,0.2889394510696423,0.3411522954241371,0.3356066487600971,0.3636432923218143,0.4315098292616088,0.4253070708942822,0.440933466555975,0.4359828354722984,0.4846879963842047,-0.3615601275975108,-0.269070899378493,-0.2279696037388598,-0.1442598500966324,-0.0740793609000526,-1.83411325138058e-05,0.0736954053351181,0.0915865641866874,0.1063022540507432,0.0821587457990718,0.0730944838469298,0.0700918440026178,0.1057501346051507,0.1258280378956472,0.1312227422652329,0.1411206879973257,0.1592389765434163,0.1900806494647607,0.2244983613881354,0.2544806404032895,1.0556097890443632,1.0826619729998168,1.1804517808507389,1.2675149237403391,1.3166351284267532,1.283083248949883,1.43800057729749,1.4428644218192412,1.583720163254073,1.6427045208001685,1.6835835724703676,1.735525784961192,1.6962779319529868,1.7122321344818727,1.777804033464437,1.839432906245693,1.8748514667159903,1.9242090024314875,1.9842300410758928,2.014051005989864
6071,"San Bernardino County, California",-1.973257736008928,-1.8758737142458048,-1.7907335589587845,-1.715967681934917,-1.630150231992482,-1.5686750793513513,-1.4798890857442366,-1.4216677187369966,-1.3590006842030236,-1.3324761086678565,-1.3803854624980496,-1.3489065763247128,-1.2815138217656694,-1.2463628181911606,-1.1782916049249823,-1.1412351715972426,-1.1225678416642824,-1.0978819833828273,-1.050897780418509,-0.9681633332881956,-1.7064862269389092,-1.6056586368517984,-1.532706219304198,-1.4840979041358382,-1.3931786738052876,-1.317708097816366,-1.2498926517828983,-1.1990387883486435,-1.1705523428643172,-1.14894114813605,-1.207926174611246,-1.2056260774683938,-1.142189447817049,-1.0995684568499997,-1.0227726308952574,-0.9750234169627284,-0.9787722648742342,-0.9279272303358528,-0.8791297162524977,-0.8242661825268266,-0.1949754063214974,-0.125195170753837,0.0193497045194063,0.1556233559544904,0.2435751193431434,0.2139212495032895,0.3323330511946913,0.3383684088819803,0.4687642713467055,0.6146900985603864,0.6193725230585865,0.7380374076897692,0.5822406066205077,0.5953372013915756,0.6959856897908594,0.7717026961273213,0.8351020973905067,0.9124016758956672,0.9719263498073636,1.0083981366536574
6073,"San Diego County, California",-0.7812009804232108,-0.7062680769334464,-0.6244115307184529,-0.5333381030099436,-0.4655380033860509,-0.4151727934206443,-0.3304851085233236,-0.2859549325211272,-0.2016580107642223,-0.1623632543083643,-0.1533912638616754,-0.0992260809234539,-0.0373783350412584,-0.0086535268921666,0.0130686990545583,0.00224335711962,-0.0212950394574839,-0.0052532167989008,0.0269843190758141,0.0757079460058262,-0.82971080666256,-0.7330994503809934,-0.631680059094174,-0.5383114200109643,-0.5015690749553515,-0.4644337514065959,-0.4076120781574959,-0.3901391545117517,-0.3430047962780927,-0.3033271469120879,-0.328674158041182,-0.3248341426604073,-0.2917619491067859,-0.2907619308433086,-0.3001990602744849,-0.3122428883867355,-0.3107915587985547,-0.2878738984198074,-0.2622390012332282,-0.2296897567074034,0.8707083264421477,0.9146244128323712,1.0336196452681043,1.1516952278981618,1.2068489164766012,1.183550352421226,1.3142570587529043,1.305994224526696,1.434160810890026,1.4691034754276222,1.4773401266891792,1.5475143788668877,1.5386884724036132,1.458514562157503,1.469028011618882,1.5166701142126615,1.5377401527238082,1.5663702601240137,1.5951489729780424,1.6103175540853365
6091,"Sierra County, California",1.8516992403156407,1.5295457465618023,0.5578489001680282,0.4342004214066092,0.0553141749713748,0.194924094336217,0.0409221173307213,0.0129743547069903,-0.2394811343491227,-0.3370790233523864,-0.3807266745042832,0.2423432733685231,-0.139429348325051,-0.333701696315039,-0.2279300920609284,-0.8709903707528661,-0.603550148959294,-0.7731643756190019,-0.746964749907387,-0.690599042982357,0.8457632168979958,0.5411952371886762,0.0339106817193965,0.0510693615181298,-0.672068077686792,-0.6162028795420137,-0.8259285374127731,-0.7361909749598321,-0.9533161761646736,-1.0585410696773534,-0.9847266719291832,-0.4952494527991842,-1.0396849282275815,-1.146848853822101,-1.0826869703438309,-1.4412062981585758,-1.3231853496133192,-1.491409226205625,-1.4691049109911305,-1.235124593757175,1.5332007630768092,1.5646897501291908,1.593432856143975,1.5314860203762977,1.348498704346321,1.3415814327786768,1.3101264555493943,1.280890772424686,1.3552413720411265,1.1806969851248903,1.1801216365247666,1.1883772610573071,0.7454507351929798,0.5513663372505568,0.6502497398104939,0.7290123899192141,0.8748289873302685,0.7785746563849955,0.9718266539795216,1.0854467428182808
8027,"Custer County, Colorado",-0.0738065849213398,-0.0893950681567346,0.06519783727051,-0.0755483837563764,-0.057676826647683,-0.527430501806006,-0.6031815341738683,-0.5467737196533227,-0.559987921675314,-0.5915463075813043,-0.5552908585310986,-0.6294933010414961,-0.8187168245911993,-0.9391975966093792,-0.9920663993246506,-0.9399787072958424,-0.9246357721199372,-1.3018888904777806,-1.3839642530368577,-1.578795835793506,-0.2883172391205802,-0.3289079632757278,-0.0403037660953213,-0.2342681748166184,-0.2849715515623966,-0.5406057790492551,-0.6273528635333611,-0.6544915462336883,-0.7934294026616663,-0.8084194806084182,-0.8659231975196157,-0.9023915543511458,-0.9909542699005888,-1.1102700595739083,-0.987758012395494,-1.0235916933354012,-1.2030948356543352,-1.598189574229549,-1.5980899005469238,-1.790577486955765,1.4762923042301483,1.5008854771576885,1.439674114961837,1.4338530055044034,1.4563910420277546,1.552251495918181,1.465414367036849,1.3301955765561944,1.338602015726367,1.1582205040222997,0.9448602283986104,0.9709562642535402,0.8402161024557974,0.606456815826023,0.4731356928343433,0.3211915457959288,0.3171266928481115,0.0337756522509843,0.0676607221823795,0.1423811659455001
8035,"Douglas County, Colorado",-0.3700406032419356,-0.1828534652890103,-0.3899266637091687,-0.4808194293753384,-0.2177592333129609,0.025135312353177,-0.0189250944070124,0.1067634937809969,0.1396653437827844,0.3071973240142672,0.2737564160227185,0.2408547055053647,0.5635703839693039,0.424210806582167,0.4848703430641659,0.5219397289234844,0.4847398578225441,0.5442834483062803,0.5307949887575262,0.6787235156340324,-0.8232378385517033,-0.7222759922029206,-0.8737632038209779,-0.9508089257763672,-0.6958331628757429,-0.5227213945309523,-0.5409737821728435,-0.5481878149536882,-0.4824574129036583,-0.4823045124817717,-0.5076514827015755,-0.5277945912801499,-0.4792576696129026,-0.3461830559998503,-0.3333647387168552,-0.3055649294906327,-0.2918321124744256,-0.272476596634934,-0.2505004394981316,-0.2183607991372136,0.758727406606408,0.8779944223704244,0.9400497728298332,1.0165043997781875,1.0935747516903471,1.2166700703281357,1.2581283744367295,1.2951014907898182,1.2586345162262982,1.220797769355124,1.1822456027276371,1.1377762674148586,1.187618724058685,1.2012059672395448,1.1931289053608425,1.3066138386351305,1.3430255348168223,1.3756014421359044,1.370298294054304,1.369993569618022
8049,"Grand County, Colorado",1.4833083680803685,1.5219878838832577,1.484114797489842,1.427159011284185,1.3641201594216807,1.397112182286116,1.3511242702909088,1.3966262514255223,1.2813144494650692,1.0433117527458768,0.8742591336076948,0.8041206933155703,0.8038296634412039,0.9000987051510324,0.9207303566988796,1.036962985914915,0.987058879990112,1.0008300510703536,1.0323904138278044,1.0451421088943007,1.852982919787329,1.872093309090188,1.799847251234105,1.7943165730326451,1.656243549913916,1.6466109698438147,1.6237286445817136,1.6778649078069463,1.5889102428847752,1.3567487969268877,1.250927370360569,1.2686428103297789,1.3288923078039394,1.4094239368334718,1.4336630284987124,1.4961633932984564,1.420896191162485,1.4550697543044973,1.4868077550971317,1.410935181050045,2.6804366144243192,2.8579113471138498,2.8064079260763903,2.875060760707653,2.8848086866008327,2.962680359347908,2.972035792034596,2.97233505716485,2.922027234038847,2.743739360257893,2.5782751371120938,2.4441277850611005,2.40586081759576,2.2649505990570886,2.16510878311096,2.204167425496983,2.1035632349425235,2.121962734925479,2.1155611072063207,2.0940028959208496
8099,"Prowers County, Colorado",1.0075100350515498,1.0739957800785145,1.004008360890117,0.7453448564547066,0.8546522039578615,0.6345520965106003,0.3608899292133373,0.4439194997215485,0.5067994326900678,0.542947504262046,0.5310900034925863,0.5854742917000546,0.4101848369180526,0.3677650475108963,0.3004462790418536,0.3784797480795908,0.2808396497109803,0.3720623349610399,0.3017031378220789,0.3014966931038093,1.1657881501437684,1.0739807262424783,1.0718218552780885,0.9805472634761304,1.0172777206418575,0.926870759615257,0.6781800606782189,0.7982574650987491,0.7585387803059179,0.7415682727158757,0.7685375684017428,0.8516758511874762,0.7158934357464665,0.6311777257880218,0.5821674364379579,0.6353117098595568,0.6360146888706557,0.7116311673598223,0.62038994645475,0.6434283886196369,0.6959563653808375,0.6773002810672448,0.6584921840225586,0.6287668200852422,0.6615337946209942,0.5414915451367487,0.5512281571796417,0.5982351876920337,0.6543153580404686,0.6161738634434009,0.5264914732336378,0.5660035055414608,0.4570290633680856,0.4419237746576306,0.4860412994270956,0.5442371183958182,0.4875242544449266,0.564828372963278,0.4959548372215976,0.4434051736358965
12013,"Calhoun County, Florida",-0.7701893534343639,-0.8214463965693305,-0.988773446622538,-1.0067912934720846,-1.2115406280131316,-1.281233060684358,-1.128009862583771,-1.1962258195440247,-1.1922292639587282,-1.1616179008080834,-1.119014481817514,-1.2894680389511877,-1.293855099410145,-1.344983059968239,-1.388493978135295,-1.3505954863531844,-1.5407841494050798,-1.43368163014752,-1.4209739592686836,-1.353878402522242,-0.8368727982747555,-0.8529586963914064,-0.9982041894989924,-1.0546157588477236,-1.2144145790850491,-1.33838298223405,-1.2905555188223037,-1.3323557666033636,-1.19586783519731,-1.147034361365706,-1.0743195821385547,-1.2091387153526898,-1.301618568901613,-1.3480470130245132,-1.373297533891342,-1.3256103582858338,-1.3283915448919354,-1.4096008173830843,-1.376432178666948,-1.285619650480333,-0.9693653117009654,-1.0274416544823388,-0.999843323080756,-1.0976629447982396,-1.0150601452824073,-1.176814775544696,-1.1587875120775968,-1.2499368580251176,-1.2377369601322104,-1.3341187747192182,-1.2974178420012856,-1.4244501222990815,-1.4294171721972544,-1.399906178156235,-1.413053768135948,-1.39811070165475,-1.4768454687518957,-1.5582908363287231,-1.4557358314292612,-1.3191173737693758
12067,"Lafayette County, Florida",-0.6166677629677072,-0.7676664924678888,-0.8360442718300515,-0.6758540128284212,-0.6623467108952505,-0.9541426528247186,-1.026766216643573,-0.9265641440608596,-0.9116193726103788,-0.8495437792043709,-1.162813842089902,-1.2191034478189509,-1.3192298575675272,-1.3981732657257142,-1.5614288824825715,-1.6483084100911063,-1.764262616960763,-1.7496577389908214,-1.844505349606516,-1.6833230616189423,-0.7159453065607942,-0.8499490927951051,-0.848376325748345,-0.8915923445377015,-0.8668771749485207,-1.092503177729934,-1.206083194822731,-1.0770908922510714,-1.001038680493,-0.9734782068896294,-1.2771730458962405,-1.2318876590512464,-1.4137675129044018,-1.4686771708441364,-1.675541190292725,-1.690210368318067,-1.9309338053197824,-1.901946926875168,-2.088325729784507,-1.7994014736825557,-1.1228550328568645,-1.100646440875062,-1.146351451730603,-1.258888179698913,-1.2819163973108985,-1.4120037262797778,-1.5299094617648124,-1.4294436026191513,-1.37537920650415,-1.351776277423535,-1.633625114658893,-1.591059181461905,-1.6080886455719852,-1.6088825551306407,-1.6224783689959985,-1.7877941236180237,-1.956820451970403,-1.8198464427577803,-1.8560669932121752,-1.6675402968082236
12077,"Liberty County, Florida",-0.0580240745373875,0.0842983212082252,0.2889576374303921,0.4294674177528839,0.4757809794984666,0.5008706212421303,0.8045256771940527,0.9013215022321912,0.8444314397275632,0.9466873836026836,0.777258279048209,-0.3107798601362024,-0.617252128042707,-0.3594012584806406,-0.4763554961716805,-0.6183840200810123,-0.5817478596137268,-0.5393385886584365,-0.5325490477996289,-0.5597177667672019,-0.7043428948280176,-0.6521583644517631,-0.2567544093876174,-0.062753056686879,0.0603698466708807,-0.0618687567392837,0.3030396416248337,0.4038890824104586,0.4445770055323236,0.5229239156744864,0.5090270421311486,-0.4767044117285619,-0.6977709497037325,-0.486186301375809,-0.673438102513272,-0.854775581157894,-0.7765763961255576,-0.8008112797874678,-0.9206893607562572,-0.8315070298484295,-1.4941699100978922,-1.448623510199028,-1.5368932937110735,-1.5902361096000344,-1.6198812087078154,-2.007701161845402,-1.9632240027123864,-1.999888510452475,-1.9514235801357207,-2.148598972328263,-2.0954889874145843,-1.9428634632954764,-1.9974976051272169,-1.9785614948828103,-2.0472543289160923,-2.1630693812915065,-1.955298417627959,-1.863547694908782,-1.9573715910971847,-1.846223793874614
