,,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab
1025,"Clarke County, Alabama",0.2644084676755687,0.1148805217019312,0.1103633923424002,0.2402369974191951,0.1191984520077642,0.0950812193936597,0.0900067709034526,0.2213148917885813,0.2264221366227388,0.176000811978775,0.2223500585258044,0.1472815169132305,0.1525657488308692,0.2156904662427198,0.2489338428204598,0.1778697569354614,0.1931707342992787,0.1627569858819602,0.1799510993167233,0.1937907997755663,0.3060004517984743,0.0731475669535994,0.0822532440105686,0.2178198213240831,0.1060185311751722,0.0939424469680349,0.0617907385717478,0.2535902635129911,0.2325983562325556,0.1474823756493549,0.1038461004179465,0.0648509860086598,0.0588659156129874,0.0710828537382003,0.1147468444340421,0.11453313208885,0.1630173480606835,0.158943949185375,0.1421167896333695,0.1510405618019005,0.3895147727443241,0.2549537996142289,0.2441436655231255,0.2267322746443772,0.2346584671945316,0.2533630738091609,0.1952872340814469,0.2440234613507408,0.2657098897700914,0.1777263835365672,0.2261990293774538,0.2236502602963593,0.1911085547095585,0.0743802628910479,0.1283149081264278,0.0544250449120605,0.092419281027231,0.1005337876804511,0.0913608110530158,0.1363968728159902
1027,"Clay County, Alabama",0.2739997847479276,0.1803224532882184,0.1707919812170912,0.0783080446051245,0.1655311479394038,0.2211409527958172,0.3801690232789727,0.1407412067108057,-0.2046677765278533,-0.3747585146394906,-0.4028883665648966,-0.5156116560294767,-0.536033701217092,-0.5107681220645284,-0.4604886297818489,-0.3559788883830388,-0.2650607027708099,-0.1761262799036765,-0.0895336185528075,-0.0550077724120032,0.6053738442256905,0.471001523407158,0.3853988843806967,0.163451029370683,0.1782265123580768,0.2626321771734135,0.4438178452852805,0.3103419164267402,-0.0303139006702617,-0.284832511713034,-0.2959717339706788,-0.3528653503379508,-0.3840571905995883,-0.3956996773812771,-0.2563105032819151,-0.1777271607751668,-0.1030374897895696,0.0403829343527115,0.1622164172666263,0.1791839598149577,-1.0569688296126558,-1.1707608778488727,-1.2865687231379537,-1.3565474564640387,-1.4242003721822345,-1.3874473205343347,-1.4179575801538304,-1.3186997756777352,-1.3188821052031303,-1.344706399808319,-1.4218374874601611,-1.4120592120370803,-1.4286044031771603,-1.4870058475842003,-1.5904972914251712,-1.6306591227843672,-1.5913771063257498,-1.5851581879325358,-1.5038141810044074,-1.482013597108519
1029,"Cleburne County, Alabama",-0.8138923497398138,-0.8671124314230537,-0.9141346395032082,-0.9910115125574952,-1.004278617389298,-1.0187194413836804,-1.1699796392140531,-1.331162406888564,-1.237390645860547,-1.3834173338918556,-1.309469423833019,-1.372956960103186,-1.465135811549355,-1.3782716623431512,-1.2260598965933762,-1.2871323976103357,-1.3190515344885592,-1.472252581479012,-1.5051120065724986,-1.7092112485202575,-1.1420224517057036,-1.207633910172814,-1.3086465730894976,-1.5494686880786128,-1.5469187090358236,-1.5339543562678888,-1.668946079630677,-1.9769768529463805,-1.8321994895012177,-1.877833107566099,-1.9521324394205053,-1.992114381588012,-2.067360392840094,-2.0927642740901025,-2.0280665584142743,-2.268855425854887,-2.1626737654402857,-2.3452221331913625,-2.397155457932329,-2.489609029080082,-1.5420567127482958,-1.5034897469057635,-1.6243977632709616,-1.744638305870595,-1.6592920879166075,-1.674499797883475,-1.7163023324953657,-1.7590817778165415,-1.7406529425386577,-1.7692516032168653,-1.824658041948968,-1.842594868717761,-1.8886711204229192,-1.9854085770800527,-1.9941013151671292,-1.9918518702318568,-1.8599463571892527,-1.7996246606587565,-1.7527931144727678,-1.6283090413898662
1031,"Coffee County, Alabama",-0.6096293596163261,-0.7979821870177782,-0.7860380932346184,-0.6992196257495128,-0.6165702043292508,-0.5945903413076032,-0.5778264709460142,-0.6286131887484899,-0.7048137026810949,-0.6300488959775099,-0.6456553707791428,-0.6961069168858751,-0.7215032297492755,-0.693077384189363,-0.7047114951044209,-0.6874308545742606,-0.6928482553553549,-0.6999809550968913,-0.6941410080807923,-0.6619864626631912,-0.1606882602373056,-0.4201307947212056,-0.3893980422658388,-0.282935745828927,-0.2387803697983735,-0.2389233176851198,-0.170169568265323,-0.2201179340656793,-0.3890299252758466,-0.2864938866934181,-0.3070931471509294,-0.3863037099257471,-0.4221610120925392,-0.3905367192964907,-0.4072617854429805,-0.3657480001227842,-0.3753442799513942,-0.3518159692814793,-0.3358166787359934,-0.2737471943172327,-0.2682245690226374,-0.3058320787984666,-0.3217010812022887,-0.3213068658836862,-0.2832792962652337,-0.3429266822565316,-0.3718052038476817,-0.385922094901985,-0.3878427469146125,-0.4164114060325746,-0.4911578168536933,-0.5930765366863157,-0.6321281727137154,-0.597458409657295,-0.5826350352950054,-0.5619762337918434,-0.5243910980801548,-0.5143833133418557,-0.566470964226623,-0.6318125560331341
1033,"Colbert County, Alabama",0.566660666254669,0.4340286515323358,0.4655731681900029,0.5491112926113978,0.5913833647393228,0.5900969165549717,0.5538531284182703,0.5507465565570085,0.628959708084761,0.6366808973885242,0.7807364680701298,0.7642151532470118,0.7087224963676576,0.7331716649636393,0.7721590996839756,0.7990606781754136,0.8210891931505413,0.7792407088561715,0.7256020321253723,0.7098729284087376,0.4095137903520983,0.3062397904331432,0.2978990604575613,0.2766749106706682,0.3791737047430801,0.4174595073442257,0.4021274845109807,0.4039156368812355,0.510928278469333,0.5146817114501209,0.5992179637952431,0.5966512718776672,0.5968295841359436,0.6955962590254228,0.7283104213172554,0.7826124694404615,0.8031969964651373,0.7645749087893036,0.7243700976192085,0.7488419534149241,0.2232200148301415,0.168370860282031,0.1060583614145721,0.0747782926503308,0.1111282877660591,0.1173894742528197,0.0132333907372453,-0.0491691368056668,-0.0103850832612639,-0.0137586039596707,0.0003445517855667,-0.0361573850915329,-0.0591640807950372,-0.1175813451867861,-0.1054709864628049,-0.1314311491380795,-0.1599909899807968,-0.1627087217337339,-0.1556081826616992,-0.1317868700455598
1035,"Conecuh County, Alabama",0.2140100796273414,0.096251394231405,0.0573969711404884,0.0737189688662076,0.072710810269345,0.3319643681280596,0.2013291463165363,-0.0098100502229911,-0.0567952432862752,-0.2955295443902291,-0.3892699489268554,-0.4601121004758302,-0.4724874056971203,-0.3437117764318729,-0.2624602900249665,-0.2729234582532153,-0.2724405380539114,-0.2679622046848143,-0.2624342290479195,-0.230786321976399,-0.0564065492161822,-0.1688472602708123,-0.1531014385721399,-0.1031063882302478,-0.1500028327162798,0.0740700013636896,0.0043662657388504,-0.1135771217600023,-0.2044897138468594,-0.5118327488439165,-0.550618922563636,-0.5931927154933747,-0.5655572121150192,-0.3767856872782957,-0.2972160753089169,-0.2496316519753426,-0.2922859204645726,-0.2888769510294091,-0.2149787785810328,-0.2053690789560663,-0.4491262050097326,-0.6299647117404064,-0.7634111912719782,-0.8271507664102364,-0.6904003097077802,-0.716663643278585,-0.7920394231722588,-0.8452908673710251,-0.8561742920144523,-0.9538472594846312,-1.0002136084356152,-1.0596501466462904,-1.0829125545226692,-1.0428018851093728,-0.9471132019085045,-0.9293125341826034,-0.9111984276792614,-0.8480954711302738,-0.8046980077628341,-0.7881467914094256
1037,"Coosa County, Alabama",-1.1287683157489417,-1.38875190079178,-1.5615705711562269,-1.5704158512666893,-1.769954410788323,-1.633017457599808,-1.4816052649367908,-1.6237189860820118,-1.763619358739806,-1.8786846731674087,-2.08899606903278,-2.103986117545692,-2.0952905179025323,-2.1707448296585627,-2.1089770611086283,-2.147129161961087,-2.068593837106783,-2.0156507063528863,-1.969658463740956,-2.037638233849195,-1.9197897520666352,-2.1166984009115573,-2.286863523665411,-2.354315379001725,-2.4782532694906143,-2.447927324262556,-2.350364082856484,-2.241686005064937,-2.360238158131457,-2.4711584870707584,-2.851157034748675,-2.849317862869746,-2.751434630886561,-2.9466962793721763,-2.87916060461134,-2.8619117045330187,-2.717867145980597,-2.593823520127088,-2.5221009052808747,-2.459667935949768,-2.0097350400974268,-2.196660739723935,-2.1393859185694093,-2.410547353616082,-2.30705092272169,-2.481353428777336,-2.385855521479866,-2.4110122916748336,-2.484797624096963,-2.435041139838176,-2.790855780424556,-2.689865955415431,-2.6644116096311827,-2.746752124640217,-2.764208965494701,-2.7817049162403444,-2.608798114135662,-2.549850779891972,-2.5636223442140564,-2.445121876835122
1039,"Covington County, Alabama",-0.1609152424382888,-0.1281985735519473,-0.0653300268807944,-0.076712316216656,-0.0550386176871213,-0.112406310049619,-0.1155334469204983,-0.1242414757857974,-0.1550280054990054,-0.0880065665435285,-0.0605205701015365,-0.1239059659395867,-0.1069267088942528,-0.164756616868603,-0.2249708283226954,-0.3142064592394776,-0.279605283660391,-0.1812024529685889,-0.2307577151304479,-0.3054639109979907,0.0768029469511218,0.0900943989600908,0.200171730367919,0.2191799544285014,0.2340792679224033,0.2031669561946896,0.2339410380775554,0.21123709747474,0.1591549144770232,0.1272114250235663,0.1010023765248486,0.0824409205409484,0.1141146425806587,0.0529097454949909,0.0223611761583631,-0.0281668740593176,-0.0346505077889659,0.0608495874200241,0.0300990927961982,-0.0251484170311482,0.157800224066841,0.1144370246008366,0.14526359169007,0.0435283479998896,0.1422624957875071,0.1467075811409184,0.0480299942302593,0.0290737413311992,0.0452704066735895,-0.0117988267373886,-0.045719405810957,-0.0909197614401019,-0.1310096952690503,-0.1609203212028976,-0.1681415584073907,-0.1848143471060779,-0.1946967883967418,-0.1548569530338151,-0.1782026395019359,-0.1509764571633857
1041,"Crenshaw County, Alabama",-0.8379673319926824,-0.9014083260270316,-0.9177320257839844,-1.1716034218677671,-1.1884314338591686,-0.77246665416273,-0.4751685251444351,-0.5359545116603426,-0.5168282111743251,-0.5662422481831937,-0.2695136486819383,-0.3431682239611355,-0.4049441711284104,-0.2961929658298056,-0.2687189459723138,-0.2405960851868973,-0.2617830410655227,-0.4122131211804472,-0.3866756647754106,-0.3030709880372617,-1.0083197448136618,-1.0135952547254434,-0.9303722792993172,-1.1375203053381069,-1.2115525929330246,-0.7704546596222275,-0.493157747324261,-0.5438367705414672,-0.5859530789235831,-0.6724382376682436,-0.4046723605945299,-0.3702942387832066,-0.5046570321147259,-0.4146095077973035,-0.3825570158298935,-0.3413393746608686,-0.3265641986030618,-0.3837925754610402,-0.4258426150751355,-0.3780327614175677,-0.624878625477816,-0.6797610290814483,-0.8186896680987665,-0.9806587472616124,-0.9227349907261254,-0.9898413792152708,-1.0989213026675508,-1.1127885435142864,-1.0130685349308497,-1.063573575124071,-1.1200687354434309,-1.1322696177174136,-1.2485184476869675,-1.2347047958609507,-1.189651349541101,-1.148729791261638,-1.1360946773988894,-1.0954948640222353,-1.0994968817576656,-1.0600040893647928
1045,"Dale County, Alabama",0.3675452604438413,0.4314508578609301,0.6009085391956541,0.662045220551706,0.6086632598832832,0.6660282211467206,0.7173556501014451,0.7557530915333528,0.7863735743415563,1.0277779264243283,1.0945872296947203,1.0668098994368371,0.9372353650968064,0.8209627125561343,0.7206443950346544,0.6635738279067709,0.7754376154854243,0.7332162375124568,0.6825871150024944,0.6546728650219296,0.0215596858545975,0.097083880864204,0.1743256949734479,0.2552196320767849,0.2126757334341745,0.1809625542984733,0.2127578782852647,0.2220223197581159,0.225770220516992,0.3361847604993973,0.3623910419317017,0.3622728399511323,0.2260429127201469,0.098598244147645,0.0450620098539685,-0.0142527571394814,0.0374530955222188,0.0294281797790697,0.0551036760080199,0.084924022158694,-0.7715835389917872,-0.8961772299926861,-0.9612732913111776,-0.9621801941300264,-0.9025255749097824,-0.8730741590076899,-0.897364814345608,-0.950506534180522,-0.9072008886684092,-0.934680396203054,-0.9763389509762038,-0.9624762065627644,-1.0161004796457511,-1.028085274937815,-1.0210760349766987,-1.031341279426624,-1.0418214945589286,-1.008786993723808,-1.0324637652866302,-1.0454566790901845
1047,"Dallas County, Alabama",-0.0024527578452385,-0.045316895280695,0.054544025011155,0.0343938490536286,0.0131557939539926,0.0051328714530847,-0.0108184413001545,-0.0861273926705468,-0.1459394544523054,-0.2473917020250017,-0.244393764765016,-0.246396729225142,-0.2805726482553417,-0.3049098310294937,-0.3222790049337213,-0.3211785154048006,-0.2631417887416885,-0.2647331530317497,-0.2259099286984791,-0.1332765962897159,0.3015703953505345,0.2255613684909501,0.1604188090621635,0.1240589542557479,0.1241090509822091,0.1132127470538771,0.0901698575939116,0.0459402818953123,-0.0392439346272091,-0.145335480952244,-0.1665802606972334,-0.1332588158252404,-0.1950989113749452,-0.2165131962574528,-0.2212345432684676,-0.1861008026989138,-0.1307738136443249,-0.1259621374494327,-0.0670906830449505,-0.0481203427513063,-6.781052647304158e-05,-0.1589946507589009,-0.2283693164195328,-0.2481848057660274,-0.2031233982534254,-0.2310904057175639,-0.3337302353715785,-0.3879044519197306,-0.465490910210341,-0.500835818588474,-0.482908747101993,-0.4468452890981346,-0.468926962440971,-0.5201546919794152,-0.5602629479414081,-0.5932262303398008,-0.5330290077418681,-0.4728245923822114,-0.4298821094520751,-0.3390946376594126
1049,"DeKalb County, Alabama",-0.18604133626711,-0.2159566764142835,-0.1349578839603651,-0.1243900375989709,-0.2709550515581678,-0.3945845750974349,-0.3845395126813138,-0.4869414779661931,-0.5184790776238336,-0.6355243574721149,-0.6143703650293212,-0.8275010024437989,-0.812488247913003,-0.7917792685620904,-0.7300119046370458,-0.7472870750673246,-0.7614260173150683,-0.7216357917201792,-0.6335564793381009,-0.5961262595609884,0.1486637351486142,0.143057549005671,0.1914270802543156,0.1384392855117967,0.0178683353294193,-0.0878405686224273,-0.0613838353036445,-0.1587998063195847,-0.211163658619194,-0.4745401657430127,-0.3968336548884782,-0.5465617965089119,-0.5764269937371693,-0.5022900130092753,-0.4801890551352776,-0.4996666157610002,-0.5313994210889628,-0.507396626429454,-0.4200864020169378,-0.3559797166272772,-0.577925991246765,-0.6365062786258557,-0.6797546993810109,-0.7528023782930231,-0.8053209556894199,-0.8370324279038079,-0.9153125197334784,-0.9336836250884972,-0.938110350675578,-1.031151395616709,-1.0614915878574092,-1.0818309684612282,-1.1710866633985195,-1.2317036482216386,-1.216264244916296,-1.2405606756926195,-1.225121959525003,-1.151824196884335,-1.1225118632105753,-1.1351653672150537
1051,"Elmore County, Alabama",-1.8679234224983756,-1.8299723302555635,-1.8030066681759709,-1.618530800792097,-1.5318661226373969,-1.5892735208141973,-1.519133649098544,-1.45751297313298,-1.4186392373874934,-1.4156116467400162,-1.3887038294577887,-1.343288608465149,-1.2937446751799295,-1.3106096717093676,-1.3397688807092707,-1.3403106321463163,-1.3373064295478465,-1.3316472445794838,-1.3545870186825184,-1.3230821123393728,-1.873983649431184,-1.8336164979198104,-1.8482027105190828,-1.651955318017186,-1.71304246701228,-1.7042257778868417,-1.6134343175853267,-1.45934016550912,-1.3382989512612655,-1.309027489008333,-1.2787462393434816,-1.2718281240536633,-1.2506146872699546,-1.2667442771325348,-1.215245332929967,-1.1737846676322292,-1.153464190751745,-1.1314627247099514,-1.129213934567566,-1.1411398547353513,-1.2418818887824643,-1.254970768068255,-1.3072119052982454,-1.2900378135808086,-1.205914117499226,-1.1359050027404278,-1.2031932521312172,-1.1572537679003836,-1.1237642840031208,-1.2240444098989882,-1.2180584395992669,-1.246674597313414,-1.253128777159954,-1.2271411069133908,-1.2110532881551823,-1.179675028180101,-1.124571689669978,-1.0531944809719402,-1.0231657305387307,-1.0227894946732634
1057,"Fayette County, Alabama",-0.2183404119584735,-0.1117933404804616,-0.3963270364627783,-0.0142228954371508,-0.1270991420718236,0.0135728220710985,0.0382872431349064,-0.5746915911344092,-0.7957981018380232,-0.9045678311236812,-0.9225252031159048,-0.983922490726094,-0.9508037532076988,-0.982103208514732,-0.9222469757669756,-0.8984017388440644,-0.855730602508198,-0.8567531200377677,-0.9029311358078288,-0.8813760289516411,-0.176237668724701,-0.1493411122284907,-0.3696263533558411,-0.1575910467157982,-0.2490136911377859,-0.1092835894609176,-0.1135326510607042,-0.3916057668118033,-0.6032638814261887,-0.7293253032772723,-0.7927235058284321,-0.8358257283570377,-0.8370797104117198,-0.9205752465931633,-0.9265246142173869,-0.8450921007406755,-0.7188558860924016,-0.7056077333971945,-0.7360522680371219,-0.731423618846021,-0.5245804348268174,-0.5934380358998584,-0.7210171988964937,-0.7276071317265604,-0.7355282218349919,-0.5614918398327625,-0.6801143111873894,-0.6490399057373187,-0.7318934597414071,-0.7725027197266031,-0.7149099636335436,-0.7995802260019732,-0.8518609360647612,-0.8701021084312636,-0.9172631426409424,-0.8778887711297113,-0.8054137685801149,-0.8012841205734242,-0.708099404057071,-0.7676240807628444
